city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Chennai,Manufacturing,AI Researcher,0,11.2,AWS AI,0
Bangalore,E-commerce,AI Engineer,10,22.76,AWS AI,1
Hyderabad,Healthcare,AI Engineer,4,15.14,Scikit-learn,1
Pune,E-commerce,Data Scientist,7,16.09,ChatGPT,1
Delhi,Healthcare,Data Analyst,4,16.73,Scikit-learn,0
Pune,E-commerce,Data Analyst,0,5.54,TensorFlow,1
Pune,E-commerce,AI Engineer,3,9.2,ChatGPT,1
Mumbai,EdTech,ML Engineer,9,23.52,TensorFlow,0
Mumbai,Healthcare,Data Scientist,11,28.92,Azure AI,1
Delhi,Healthcare,Data Scientist,8,20.46,ChatGPT,1
Bangalore,E-commerce,AI Researcher,2,17.0,Azure AI,1
Mumbai,IT,ML Engineer,4,12.7,Azure AI,1
Bangalore,E-commerce,AI Engineer,11,26.11,Azure AI,1
Bangalore,EdTech,Data Scientist,0,4.54,AWS AI,1
Chennai,IT,AI Engineer,6,18.43,ChatGPT,1
Hyderabad,Finance,Data Scientist,5,18.39,TensorFlow,1
Delhi,E-commerce,AI Engineer,2,10.41,TensorFlow,1
Bangalore,EdTech,AI Researcher,2,17.34,PyTorch,1
Pune,Manufacturing,AI Researcher,6,20.2,Scikit-learn,1
Hyderabad,E-commerce,AI Researcher,7,25.29,TensorFlow,1
Chennai,Finance,AI Researcher,8,23.8,TensorFlow,1
Pune,EdTech,ML Engineer,3,11.38,TensorFlow,1
Hyderabad,IT,ML Engineer,3,14.51,TensorFlow,1
Delhi,Manufacturing,AI Engineer,11,28.81,Azure AI,1
Bangalore,EdTech,ML Engineer,0,10.54,TensorFlow,0
Bangalore,EdTech,AI Engineer,4,12.51,Scikit-learn,1
Bangalore,IT,Data Scientist,4,13.46,ChatGPT,0
Hyderabad,Manufacturing,ML Engineer,3,10.85,Scikit-learn,1
Delhi,E-commerce,ML Engineer,2,11.51,ChatGPT,1
Delhi,Manufacturing,Data Scientist,8,17.9,PyTorch,1
Pune,E-commerce,Data Scientist,6,17.49,PyTorch,1
Hyderabad,Manufacturing,Data Analyst,8,20.78,ChatGPT,1
Hyderabad,EdTech,AI Engineer,3,10.24,PyTorch,1
Bangalore,IT,Data Scientist,3,9.0,ChatGPT,1
Pune,Finance,Data Scientist,11,30.25,Azure AI,1
Mumbai,Finance,Data Analyst,0,5.87,ChatGPT,0
Mumbai,Finance,AI Researcher,2,13.21,ChatGPT,1
Bangalore,Finance,AI Engineer,6,17.61,Azure AI,1
Chennai,Healthcare,Data Scientist,5,12.53,Azure AI,0
Hyderabad,IT,AI Engineer,8,21.22,Azure AI,1
Pune,E-commerce,AI Researcher,8,25.25,ChatGPT,1
Bangalore,IT,Data Scientist,0,3.0,TensorFlow,1
Hyderabad,EdTech,AI Engineer,6,19.96,ChatGPT,1
Chennai,Finance,AI Researcher,2,13.36,Azure AI,0
Bangalore,EdTech,ML Engineer,10,28.23,ChatGPT,1
Chennai,E-commerce,AI Researcher,4,19.41,ChatGPT,1
Pune,Healthcare,ML Engineer,1,12.57,AWS AI,1
Pune,EdTech,AI Engineer,7,17.96,Azure AI,0
Pune,IT,AI Researcher,6,23.03,AWS AI,1
Pune,EdTech,AI Engineer,8,23.75,Azure AI,0
Delhi,E-commerce,AI Engineer,7,21.04,TensorFlow,1
Mumbai,Healthcare,AI Researcher,0,7.96,Scikit-learn,1
Pune,Manufacturing,AI Engineer,7,17.17,TensorFlow,1
Delhi,E-commerce,Data Analyst,0,6.73,ChatGPT,0
Mumbai,IT,Data Analyst,2,8.01,ChatGPT,1
Pune,EdTech,Data Analyst,9,24.81,AWS AI,1
Hyderabad,Healthcare,Data Analyst,7,16.99,AWS AI,1
Hyderabad,Manufacturing,Data Scientist,2,8.81,AWS AI,1
Chennai,Finance,AI Engineer,4,12.33,TensorFlow,1
Chennai,EdTech,ML Engineer,2,9.57,TensorFlow,0
Bangalore,Healthcare,AI Engineer,6,16.3,PyTorch,1
Delhi,Manufacturing,Data Analyst,5,14.77,Azure AI,1
Hyderabad,Manufacturing,AI Engineer,10,25.9,Scikit-learn,0
Bangalore,E-commerce,AI Engineer,9,27.68,Scikit-learn,0
Hyderabad,IT,Data Scientist,9,21.28,Scikit-learn,1
Chennai,Manufacturing,Data Analyst,8,26.42,ChatGPT,1
Hyderabad,EdTech,ML Engineer,5,19.62,PyTorch,1
Mumbai,IT,Data Scientist,8,23.95,Azure AI,1
Chennai,IT,AI Researcher,5,20.28,Azure AI,1
Pune,Finance,AI Engineer,9,23.06,TensorFlow,1
Hyderabad,E-commerce,Data Scientist,3,11.04,AWS AI,1
Mumbai,EdTech,AI Researcher,5,20.13,Scikit-learn,1
Mumbai,E-commerce,AI Engineer,9,22.26,ChatGPT,0
Pune,IT,Data Scientist,5,13.45,TensorFlow,1
Pune,E-commerce,AI Researcher,11,30.26,Scikit-learn,1
Pune,Healthcare,AI Engineer,11,24.04,Scikit-learn,1
Mumbai,Healthcare,AI Researcher,6,21.25,TensorFlow,1
Hyderabad,Healthcare,ML Engineer,6,22.27,PyTorch,1
Bangalore,E-commerce,Data Analyst,8,21.36,TensorFlow,1
Pune,Manufacturing,AI Researcher,5,19.69,AWS AI,1
Delhi,EdTech,AI Engineer,8,18.58,PyTorch,0
Delhi,EdTech,AI Researcher,7,26.25,Scikit-learn,0
Hyderabad,Healthcare,Data Scientist,9,23.77,PyTorch,0
Delhi,Finance,AI Researcher,9,29.59,Azure AI,1
Hyderabad,Finance,Data Analyst,8,21.67,TensorFlow,1
Delhi,E-commerce,ML Engineer,8,28.58,AWS AI,1
Mumbai,Finance,ML Engineer,3,17.73,ChatGPT,1
Mumbai,Finance,AI Researcher,2,12.99,Azure AI,1
Mumbai,Healthcare,Data Scientist,0,6.12,Scikit-learn,1
Mumbai,Finance,Data Analyst,2,6.03,ChatGPT,0
Hyderabad,IT,AI Researcher,6,18.46,PyTorch,1
Chennai,Healthcare,Data Analyst,8,23.09,PyTorch,1
Bangalore,IT,Data Scientist,6,16.96,Azure AI,1
Hyderabad,Manufacturing,AI Researcher,10,33.53,Scikit-learn,1
Mumbai,IT,Data Analyst,0,3.0,TensorFlow,1
Pune,E-commerce,Data Scientist,7,19.53,AWS AI,1
Pune,EdTech,AI Researcher,2,13.06,AWS AI,1
Bangalore,IT,ML Engineer,7,19.67,Scikit-learn,1
Mumbai,EdTech,ML Engineer,11,31.19,TensorFlow,1
Mumbai,Manufacturing,ML Engineer,6,18.8,TensorFlow,1
Delhi,Manufacturing,AI Engineer,6,17.28,Scikit-learn,1
Pune,Healthcare,Data Analyst,3,12.29,AWS AI,1
Delhi,Healthcare,AI Engineer,2,9.31,Azure AI,1
Mumbai,Healthcare,AI Researcher,8,26.93,PyTorch,0
Pune,EdTech,ML Engineer,3,16.45,PyTorch,0
Pune,E-commerce,AI Researcher,7,24.82,PyTorch,1
Delhi,Healthcare,ML Engineer,8,22.4,PyTorch,1
Delhi,Healthcare,ML Engineer,8,24.61,Azure AI,1
Hyderabad,E-commerce,Data Scientist,7,17.9,Azure AI,0
Pune,E-commerce,ML Engineer,10,27.63,PyTorch,1
Chennai,Manufacturing,ML Engineer,6,22.42,TensorFlow,1
Delhi,EdTech,ML Engineer,9,24.43,ChatGPT,0
Hyderabad,EdTech,AI Researcher,1,9.6,Azure AI,1
Delhi,IT,AI Engineer,5,17.64,Azure AI,1
Delhi,Manufacturing,AI Engineer,4,10.28,TensorFlow,1
Delhi,Healthcare,Data Scientist,6,18.37,Scikit-learn,1
Bangalore,E-commerce,AI Engineer,4,12.87,PyTorch,1
Pune,E-commerce,Data Scientist,2,10.03,ChatGPT,1
Pune,IT,Data Analyst,7,19.51,AWS AI,1
Bangalore,IT,Data Analyst,6,16.97,Scikit-learn,1
Delhi,IT,AI Engineer,1,6.31,TensorFlow,0
Delhi,Finance,Data Scientist,6,18.25,Azure AI,1
Hyderabad,IT,Data Scientist,10,22.15,TensorFlow,0
Chennai,EdTech,AI Engineer,3,10.66,AWS AI,0
Mumbai,E-commerce,AI Researcher,7,26.2,TensorFlow,0
Hyderabad,E-commerce,Data Analyst,0,3.97,TensorFlow,0
Delhi,Finance,Data Analyst,9,22.75,Azure AI,1
Hyderabad,Healthcare,AI Engineer,9,22.97,TensorFlow,1
Chennai,IT,AI Engineer,11,26.24,TensorFlow,1
Mumbai,Finance,AI Engineer,4,11.5,ChatGPT,1
Bangalore,E-commerce,ML Engineer,2,11.38,TensorFlow,1
Hyderabad,EdTech,Data Analyst,4,12.12,ChatGPT,1
Delhi,EdTech,ML Engineer,10,28.36,TensorFlow,1
Mumbai,Healthcare,Data Scientist,9,21.72,ChatGPT,0
Hyderabad,Healthcare,AI Researcher,1,12.69,PyTorch,0
Mumbai,EdTech,ML Engineer,9,23.17,PyTorch,0
Bangalore,Manufacturing,Data Scientist,0,3.0,AWS AI,0
Mumbai,E-commerce,AI Engineer,2,6.75,ChatGPT,0
Mumbai,Healthcare,Data Scientist,7,20.13,Azure AI,0
Pune,Finance,Data Scientist,6,14.12,Scikit-learn,1
Delhi,EdTech,Data Scientist,11,27.23,TensorFlow,0
Mumbai,Manufacturing,AI Researcher,0,11.23,PyTorch,1
Pune,Finance,AI Researcher,1,8.64,Azure AI,1
Delhi,E-commerce,Data Scientist,0,4.69,Azure AI,1
Hyderabad,Finance,Data Scientist,11,26.31,PyTorch,1
Chennai,Finance,AI Researcher,11,33.23,Azure AI,1
Mumbai,IT,ML Engineer,0,8.77,TensorFlow,1
Pune,IT,AI Engineer,5,12.13,Azure AI,1
Chennai,EdTech,AI Engineer,4,13.24,AWS AI,1
Delhi,EdTech,AI Engineer,1,8.99,AWS AI,1
Pune,EdTech,AI Engineer,4,15.36,Azure AI,0
Chennai,Finance,Data Analyst,2,10.2,TensorFlow,1
Bangalore,IT,ML Engineer,0,9.16,Azure AI,0
Hyderabad,E-commerce,ML Engineer,10,29.79,Azure AI,1
Chennai,Finance,Data Analyst,6,13.67,AWS AI,1
Mumbai,IT,AI Researcher,9,31.38,ChatGPT,1
Bangalore,Healthcare,AI Researcher,1,12.29,AWS AI,1
Pune,E-commerce,AI Researcher,10,29.32,Azure AI,1
Hyderabad,EdTech,Data Analyst,1,6.92,Azure AI,1
Delhi,Finance,ML Engineer,11,33.08,ChatGPT,0
Chennai,Manufacturing,Data Scientist,9,25.51,Azure AI,0
Mumbai,Finance,AI Engineer,11,25.19,PyTorch,0
Mumbai,Finance,ML Engineer,9,22.4,Scikit-learn,0
Mumbai,E-commerce,Data Scientist,6,18.23,ChatGPT,1
Chennai,EdTech,Data Scientist,7,19.85,AWS AI,0
Chennai,Manufacturing,Data Analyst,4,14.79,AWS AI,1
Delhi,Finance,AI Researcher,4,18.26,Azure AI,1
Delhi,Healthcare,AI Engineer,7,21.12,Scikit-learn,0
Pune,IT,ML Engineer,6,16.77,AWS AI,0
Mumbai,E-commerce,ML Engineer,6,22.09,ChatGPT,1
Chennai,Healthcare,Data Analyst,0,5.93,PyTorch,1
Bangalore,E-commerce,AI Engineer,5,15.75,AWS AI,1
Hyderabad,Manufacturing,ML Engineer,3,13.18,ChatGPT,1
Chennai,IT,AI Engineer,6,16.57,TensorFlow,1
Mumbai,Healthcare,ML Engineer,1,7.64,PyTorch,0
Hyderabad,IT,ML Engineer,2,13.72,AWS AI,1
Hyderabad,EdTech,Data Analyst,5,11.53,ChatGPT,1
Mumbai,E-commerce,AI Researcher,6,23.84,AWS AI,1
Pune,Manufacturing,AI Researcher,7,25.37,TensorFlow,1
Chennai,Healthcare,AI Researcher,9,28.12,ChatGPT,1
Mumbai,E-commerce,AI Engineer,11,23.76,TensorFlow,0
Pune,E-commerce,AI Engineer,11,25.82,AWS AI,1
Delhi,E-commerce,AI Engineer,9,23.88,PyTorch,1
Bangalore,E-commerce,AI Researcher,0,10.76,AWS AI,0
Hyderabad,Manufacturing,AI Engineer,3,8.38,PyTorch,0
Chennai,IT,Data Analyst,8,18.52,AWS AI,1
Bangalore,Healthcare,ML Engineer,0,7.35,Azure AI,1
Pune,EdTech,Data Scientist,7,19.9,ChatGPT,1
Chennai,EdTech,AI Researcher,10,29.21,PyTorch,1
Chennai,IT,Data Scientist,2,10.88,TensorFlow,1
Pune,E-commerce,AI Researcher,5,22.35,ChatGPT,1
Pune,EdTech,AI Researcher,3,16.18,AWS AI,0
Hyderabad,EdTech,ML Engineer,3,14.13,ChatGPT,0
Chennai,Finance,AI Engineer,8,17.49,AWS AI,0
Bangalore,EdTech,AI Researcher,10,28.61,Scikit-learn,1
Delhi,EdTech,AI Researcher,0,9.75,Scikit-learn,0
Delhi,Healthcare,AI Researcher,8,28.01,Scikit-learn,1
Chennai,Finance,Data Analyst,2,6.68,TensorFlow,0
Hyderabad,EdTech,AI Engineer,8,20.49,Azure AI,1
Pune,IT,AI Researcher,6,19.11,TensorFlow,1
Hyderabad,Finance,AI Researcher,3,12.6,Scikit-learn,1
Hyderabad,Manufacturing,AI Researcher,3,12.59,Scikit-learn,0
Pune,Manufacturing,Data Scientist,10,26.96,TensorFlow,1
Pune,E-commerce,Data Analyst,9,24.23,ChatGPT,1
Mumbai,Healthcare,Data Analyst,7,20.02,Azure AI,1
Bangalore,Manufacturing,AI Researcher,4,14.58,AWS AI,0
Delhi,EdTech,AI Engineer,1,6.21,AWS AI,1
Delhi,Finance,Data Analyst,1,5.99,PyTorch,1
Bangalore,Finance,Data Scientist,3,10.64,ChatGPT,1
Pune,Healthcare,AI Engineer,2,9.88,Azure AI,1
Bangalore,IT,Data Scientist,4,11.68,AWS AI,1
Delhi,E-commerce,AI Researcher,9,29.44,ChatGPT,1
Bangalore,Finance,Data Scientist,10,25.85,Scikit-learn,1
Mumbai,Manufacturing,AI Researcher,6,25.42,AWS AI,1
Mumbai,EdTech,ML Engineer,11,26.35,AWS AI,0
Mumbai,Finance,Data Analyst,0,5.02,Scikit-learn,1
Delhi,Healthcare,Data Analyst,8,18.33,AWS AI,1
Chennai,Healthcare,AI Researcher,5,19.82,PyTorch,1
Mumbai,Healthcare,ML Engineer,2,11.09,TensorFlow,1
Delhi,EdTech,Data Analyst,4,13.53,ChatGPT,1
Mumbai,E-commerce,AI Researcher,11,28.59,PyTorch,1
Hyderabad,Finance,ML Engineer,11,28.33,TensorFlow,1
Chennai,Healthcare,AI Engineer,2,4.79,PyTorch,1
Mumbai,E-commerce,ML Engineer,2,11.81,TensorFlow,0
Mumbai,Finance,ML Engineer,3,14.06,PyTorch,1
Bangalore,Manufacturing,AI Engineer,11,26.03,TensorFlow,1
Delhi,IT,AI Researcher,3,16.92,Scikit-learn,0
Bangalore,Finance,Data Analyst,0,3.0,AWS AI,1
Chennai,E-commerce,Data Scientist,8,16.33,Azure AI,1
Hyderabad,Finance,AI Engineer,5,16.7,TensorFlow,1
Mumbai,IT,ML Engineer,2,13.24,Scikit-learn,1
Delhi,E-commerce,Data Scientist,4,14.07,ChatGPT,1
Mumbai,IT,Data Analyst,11,28.9,ChatGPT,0
Delhi,E-commerce,ML Engineer,7,20.33,ChatGPT,1
Bangalore,Healthcare,ML Engineer,11,28.89,Azure AI,1
Delhi,EdTech,AI Engineer,11,23.8,PyTorch,0
Hyderabad,Healthcare,Data Analyst,8,17.18,Azure AI,0
Bangalore,Manufacturing,ML Engineer,2,10.47,Scikit-learn,1
Hyderabad,Manufacturing,AI Engineer,9,24.25,ChatGPT,1
Hyderabad,Finance,AI Researcher,6,20.77,PyTorch,1
Pune,EdTech,AI Researcher,0,11.53,AWS AI,1
Chennai,EdTech,AI Engineer,4,8.78,TensorFlow,0
Delhi,Manufacturing,Data Analyst,7,21.68,Scikit-learn,1
Pune,Finance,AI Researcher,4,14.77,PyTorch,0
Pune,IT,ML Engineer,2,7.65,AWS AI,1
Delhi,IT,Data Analyst,3,8.93,TensorFlow,1
Chennai,E-commerce,Data Analyst,2,8.45,TensorFlow,1
Delhi,E-commerce,Data Analyst,7,21.89,Azure AI,1
Chennai,Manufacturing,AI Engineer,6,16.08,Scikit-learn,1
Mumbai,EdTech,Data Analyst,11,23.41,AWS AI,1
Mumbai,EdTech,ML Engineer,7,24.17,Azure AI,1
Mumbai,Manufacturing,AI Researcher,0,8.0,AWS AI,1
Pune,Manufacturing,AI Researcher,6,18.49,Azure AI,0
Bangalore,Finance,AI Researcher,3,15.14,Scikit-learn,1
Delhi,Manufacturing,ML Engineer,2,13.18,ChatGPT,1
Bangalore,IT,AI Researcher,9,27.1,Scikit-learn,1
Mumbai,E-commerce,AI Researcher,7,30.83,AWS AI,1
Chennai,E-commerce,AI Engineer,6,17.6,AWS AI,1
Hyderabad,EdTech,AI Engineer,4,13.53,Azure AI,1
Mumbai,Finance,AI Researcher,2,13.47,PyTorch,0
Chennai,IT,AI Researcher,9,27.63,Azure AI,1
Delhi,Manufacturing,Data Scientist,0,6.99,AWS AI,1
Chennai,Finance,Data Analyst,3,9.84,PyTorch,1
Chennai,IT,Data Analyst,11,26.17,Azure AI,1
Pune,Manufacturing,ML Engineer,8,22.32,PyTorch,0
Pune,E-commerce,AI Engineer,1,9.16,ChatGPT,0
Chennai,Manufacturing,ML Engineer,1,10.18,TensorFlow,0
Pune,Healthcare,Data Scientist,0,5.14,Scikit-learn,1
Bangalore,IT,AI Researcher,10,30.66,AWS AI,1
Delhi,Manufacturing,Data Scientist,9,20.27,AWS AI,1
Bangalore,Finance,AI Researcher,3,14.94,Scikit-learn,1
Chennai,EdTech,Data Scientist,11,28.53,Azure AI,0
Chennai,EdTech,Data Scientist,3,10.17,TensorFlow,1
Pune,Finance,AI Researcher,4,20.24,TensorFlow,1
Bangalore,Healthcare,AI Engineer,11,24.26,TensorFlow,1
Chennai,Manufacturing,AI Researcher,8,26.29,PyTorch,1
Bangalore,Manufacturing,AI Researcher,3,18.79,AWS AI,0
Pune,E-commerce,Data Scientist,0,7.04,Azure AI,1
Mumbai,E-commerce,ML Engineer,8,26.72,Scikit-learn,1
Mumbai,IT,Data Analyst,2,9.26,Azure AI,0
Hyderabad,EdTech,Data Analyst,3,14.94,Azure AI,1
Delhi,E-commerce,AI Researcher,7,22.81,Azure AI,1
Bangalore,IT,Data Scientist,1,7.16,Scikit-learn,0
Bangalore,Healthcare,Data Scientist,4,11.25,ChatGPT,1
Chennai,IT,AI Engineer,10,22.19,AWS AI,0
Hyderabad,E-commerce,ML Engineer,6,21.27,PyTorch,1
Hyderabad,Manufacturing,ML Engineer,8,23.22,AWS AI,1
Mumbai,IT,ML Engineer,6,18.09,Azure AI,1
Chennai,EdTech,Data Scientist,1,5.36,Scikit-learn,0
Delhi,EdTech,AI Researcher,7,23.04,AWS AI,1
Delhi,Healthcare,ML Engineer,9,25.91,TensorFlow,1
Chennai,Manufacturing,Data Scientist,7,20.04,PyTorch,1
Chennai,Finance,Data Analyst,4,12.66,AWS AI,1
Pune,EdTech,Data Scientist,10,24.13,PyTorch,1
Hyderabad,IT,ML Engineer,7,23.33,ChatGPT,1
Delhi,EdTech,AI Researcher,5,22.34,Azure AI,1
Hyderabad,Healthcare,AI Researcher,5,18.45,Azure AI,1
Pune,IT,ML Engineer,11,30.44,Scikit-learn,0
Delhi,Manufacturing,Data Analyst,10,23.28,Scikit-learn,0
Bangalore,EdTech,ML Engineer,6,18.95,ChatGPT,1
Hyderabad,Finance,AI Researcher,8,23.81,Azure AI,1
Hyderabad,Healthcare,Data Scientist,2,11.04,PyTorch,1
Pune,Manufacturing,ML Engineer,11,34.04,AWS AI,1
Delhi,E-commerce,AI Researcher,0,11.26,ChatGPT,0
Chennai,E-commerce,Data Analyst,4,16.24,TensorFlow,1
Pune,Healthcare,AI Engineer,0,3.0,TensorFlow,1
Delhi,EdTech,ML Engineer,9,28.31,TensorFlow,1
Pune,EdTech,AI Engineer,7,19.55,TensorFlow,1
Hyderabad,Finance,ML Engineer,0,3.0,TensorFlow,1
Pune,IT,AI Researcher,3,18.14,ChatGPT,0
Chennai,Finance,Data Scientist,1,4.4,AWS AI,1
Bangalore,EdTech,Data Scientist,7,18.49,Azure AI,0
Chennai,Healthcare,Data Analyst,4,13.56,ChatGPT,0
Pune,Healthcare,AI Researcher,2,15.4,ChatGPT,0
Bangalore,Finance,ML Engineer,8,22.74,ChatGPT,1
Mumbai,E-commerce,AI Researcher,2,14.87,AWS AI,1
Delhi,E-commerce,Data Scientist,2,9.8,AWS AI,1
Chennai,Manufacturing,Data Scientist,2,9.0,PyTorch,1
Delhi,IT,AI Researcher,5,18.37,ChatGPT,0
Chennai,EdTech,AI Engineer,2,10.75,Scikit-learn,0
Bangalore,EdTech,Data Analyst,2,9.16,Scikit-learn,1
Hyderabad,Healthcare,AI Engineer,2,10.81,ChatGPT,0
Hyderabad,E-commerce,AI Engineer,2,8.55,PyTorch,1
Pune,E-commerce,Data Analyst,10,24.98,TensorFlow,1
Pune,Manufacturing,Data Analyst,2,7.11,TensorFlow,1
Hyderabad,E-commerce,AI Researcher,4,20.52,Scikit-learn,0
Hyderabad,Manufacturing,ML Engineer,2,12.26,PyTorch,1
Mumbai,Finance,Data Analyst,7,19.91,ChatGPT,0
Pune,Finance,AI Researcher,10,23.91,AWS AI,0
Chennai,EdTech,AI Researcher,7,22.45,ChatGPT,1
Hyderabad,Manufacturing,Data Scientist,7,20.45,Azure AI,1
Delhi,E-commerce,Data Scientist,4,15.44,TensorFlow,1
Pune,Manufacturing,Data Scientist,1,10.21,ChatGPT,1
Mumbai,Healthcare,AI Engineer,5,14.93,Azure AI,0
Hyderabad,Manufacturing,ML Engineer,9,22.52,ChatGPT,1
Bangalore,Finance,AI Researcher,3,18.65,Scikit-learn,1
Mumbai,EdTech,Data Scientist,10,23.09,PyTorch,0
Chennai,IT,ML Engineer,10,27.96,AWS AI,1
Mumbai,Healthcare,Data Scientist,1,7.55,Azure AI,0
Chennai,Finance,AI Researcher,4,16.39,AWS AI,1
Mumbai,IT,AI Researcher,3,17.1,ChatGPT,1
Bangalore,EdTech,AI Engineer,9,24.88,AWS AI,1
Bangalore,Finance,ML Engineer,10,28.52,Scikit-learn,1
Delhi,IT,Data Analyst,8,18.53,TensorFlow,1
Chennai,EdTech,Data Scientist,2,9.66,Scikit-learn,0
Hyderabad,Finance,ML Engineer,1,11.14,Azure AI,1
Mumbai,Healthcare,Data Analyst,9,24.19,AWS AI,1
Hyderabad,Healthcare,Data Scientist,3,12.59,Azure AI,1
Pune,Manufacturing,AI Researcher,6,24.99,Azure AI,1
Chennai,Healthcare,AI Engineer,8,18.19,AWS AI,1
Delhi,Healthcare,AI Engineer,7,20.76,PyTorch,1
Chennai,E-commerce,ML Engineer,0,7.48,ChatGPT,1
Bangalore,Finance,Data Scientist,3,10.76,Azure AI,1
Pune,EdTech,ML Engineer,2,12.4,TensorFlow,1
Chennai,IT,AI Researcher,0,6.57,Azure AI,1
Pune,Finance,Data Analyst,4,11.64,Scikit-learn,0
Mumbai,Manufacturing,Data Scientist,8,21.18,ChatGPT,0
Chennai,Manufacturing,AI Researcher,5,18.27,AWS AI,0
Pune,E-commerce,Data Analyst,6,18.01,ChatGPT,1
Chennai,Manufacturing,AI Researcher,1,12.78,PyTorch,1
Bangalore,EdTech,ML Engineer,11,29.06,PyTorch,1
Hyderabad,E-commerce,ML Engineer,1,8.73,TensorFlow,1
Pune,E-commerce,AI Engineer,8,24.96,Azure AI,1
Hyderabad,Manufacturing,AI Researcher,6,23.41,PyTorch,1
Bangalore,IT,AI Engineer,6,17.7,TensorFlow,0
Mumbai,Manufacturing,Data Analyst,2,11.46,ChatGPT,0
Hyderabad,E-commerce,AI Researcher,3,16.92,Azure AI,0
Chennai,Finance,AI Engineer,11,30.73,PyTorch,1
Mumbai,Finance,AI Researcher,4,21.2,AWS AI,1
Chennai,Finance,Data Scientist,11,25.67,ChatGPT,0
Mumbai,EdTech,Data Analyst,4,8.52,TensorFlow,1
Delhi,IT,AI Researcher,0,9.73,AWS AI,1
Hyderabad,Healthcare,AI Researcher,9,25.27,AWS AI,0
Bangalore,Healthcare,AI Researcher,11,34.03,PyTorch,1
Pune,Healthcare,AI Engineer,8,20.19,Scikit-learn,1
Pune,Manufacturing,Data Analyst,6,12.9,TensorFlow,1
Bangalore,Healthcare,AI Engineer,7,18.24,PyTorch,1
Pune,Finance,AI Researcher,1,15.86,Scikit-learn,0
Chennai,Manufacturing,AI Researcher,11,32.09,PyTorch,1
Mumbai,Finance,ML Engineer,0,7.98,ChatGPT,0
Hyderabad,Manufacturing,Data Scientist,1,8.98,AWS AI,1
Mumbai,EdTech,ML Engineer,0,4.58,Azure AI,1
Mumbai,Manufacturing,Data Analyst,5,13.01,Scikit-learn,1
Delhi,IT,AI Researcher,7,21.83,AWS AI,0
Chennai,Finance,AI Researcher,9,28.06,PyTorch,1
Delhi,EdTech,Data Analyst,8,19.78,ChatGPT,1
Mumbai,E-commerce,Data Analyst,1,8.01,TensorFlow,0
Mumbai,Healthcare,Data Scientist,7,14.21,ChatGPT,1
Bangalore,E-commerce,ML Engineer,4,14.38,Azure AI,0
Mumbai,Healthcare,Data Scientist,2,7.65,AWS AI,1
Hyderabad,EdTech,AI Engineer,0,7.87,PyTorch,1
Mumbai,EdTech,ML Engineer,1,7.51,PyTorch,1
Delhi,Healthcare,AI Engineer,9,24.92,ChatGPT,1
Mumbai,IT,Data Analyst,1,4.5,Azure AI,1
Bangalore,E-commerce,AI Researcher,4,18.06,AWS AI,1
Delhi,Healthcare,ML Engineer,4,17.58,TensorFlow,0
Hyderabad,Healthcare,ML Engineer,8,23.5,PyTorch,0
Pune,Healthcare,Data Scientist,5,16.42,PyTorch,1
Mumbai,Finance,AI Researcher,2,12.06,AWS AI,1
Pune,IT,ML Engineer,7,17.86,Scikit-learn,1
Pune,Healthcare,Data Analyst,3,11.18,TensorFlow,1
Delhi,Manufacturing,Data Scientist,2,4.89,Azure AI,0
Hyderabad,Healthcare,Data Analyst,2,6.64,PyTorch,1
Mumbai,EdTech,AI Researcher,0,14.13,AWS AI,0
Chennai,Finance,Data Scientist,11,27.15,Azure AI,0
Delhi,EdTech,Data Scientist,5,13.04,TensorFlow,1
Hyderabad,E-commerce,AI Engineer,4,16.7,ChatGPT,1
Pune,Finance,ML Engineer,9,24.56,Scikit-learn,1
Chennai,E-commerce,ML Engineer,8,25.68,Scikit-learn,0
Mumbai,Finance,Data Analyst,2,10.78,PyTorch,0
Hyderabad,E-commerce,Data Analyst,2,8.02,ChatGPT,1
Delhi,E-commerce,AI Researcher,9,25.32,PyTorch,0
Delhi,Manufacturing,AI Engineer,11,29.49,ChatGPT,0
Delhi,Healthcare,Data Scientist,8,22.77,PyTorch,1
Hyderabad,Healthcare,AI Researcher,5,22.54,TensorFlow,1
Delhi,Manufacturing,Data Scientist,1,8.13,Scikit-learn,1
Bangalore,EdTech,Data Analyst,10,23.04,Scikit-learn,0
Bangalore,IT,AI Researcher,3,18.49,ChatGPT,0
Bangalore,Manufacturing,AI Researcher,1,14.68,Scikit-learn,1
Hyderabad,IT,Data Analyst,0,3.0,AWS AI,1
Delhi,Manufacturing,Data Analyst,7,22.6,ChatGPT,1
Hyderabad,Finance,AI Engineer,9,24.46,PyTorch,0
Mumbai,Finance,ML Engineer,7,24.78,Azure AI,1
Hyderabad,EdTech,Data Scientist,11,22.68,TensorFlow,1
Pune,E-commerce,AI Engineer,5,13.74,PyTorch,1
Hyderabad,IT,Data Scientist,11,28.39,Azure AI,1
Chennai,EdTech,Data Analyst,4,15.33,ChatGPT,1
Delhi,EdTech,AI Engineer,8,20.14,Scikit-learn,1
Bangalore,Healthcare,Data Scientist,4,15.71,ChatGPT,1
Chennai,EdTech,Data Scientist,6,19.15,AWS AI,1
Pune,IT,AI Researcher,6,22.44,ChatGPT,1
Pune,EdTech,Data Analyst,5,12.26,PyTorch,0
