city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Gold Coast,Healthcare,Data Analyst,3,9.6,TensorFlow,1
Townsville,Healthcare,AI Engineer,1,3.89,ChatGPT,0
Wollongong,Manufacturing,Data Analyst,8,19.34,ChatGPT,1
Wollongong,E-commerce,Data Scientist,2,3.59,ChatGPT,0
Adelaide,Manufacturing,Data Scientist,1,3.0,ChatGPT,0
Townsville,E-commerce,Data Analyst,9,26.71,AWS AI,1
Melbourne,E-commerce,Data Scientist,0,5.0,PyTorch,1
Adelaide,IT,AI Engineer,9,23.48,AWS AI,0
Newcastle,E-commerce,AI Engineer,9,21.03,PyTorch,0
Townsville,Finance,Data Scientist,9,22.18,ChatGPT,1
Adelaide,Healthcare,AI Researcher,6,21.39,ChatGPT,1
Cairns,Manufacturing,Data Scientist,2,6.64,AWS AI,0
Perth,IT,Data Scientist,9,23.38,AWS AI,0
Perth,Manufacturing,AI Researcher,0,7.81,AWS AI,1
Brisbane,Manufacturing,AI Engineer,3,9.93,PyTorch,0
Gold Coast,Manufacturing,Data Scientist,1,3.0,Scikit-learn,0
Perth,EdTech,Data Analyst,5,15.91,TensorFlow,1
Sydney,IT,Data Analyst,9,22.31,Scikit-learn,1
Newcastle,IT,AI Researcher,9,26.71,AWS AI,1
Melbourne,E-commerce,Data Scientist,4,14.71,Azure AI,1
Perth,Manufacturing,ML Engineer,2,12.29,ChatGPT,1
Gold Coast,Healthcare,AI Researcher,2,13.22,Azure AI,1
Brisbane,Manufacturing,ML Engineer,1,4.43,ChatGPT,1
Melbourne,Manufacturing,AI Engineer,7,16.02,AWS AI,0
Perth,IT,Data Scientist,4,9.93,ChatGPT,0
Gold Coast,EdTech,AI Researcher,9,24.9,Azure AI,0
Townsville,Manufacturing,AI Researcher,9,26.34,ChatGPT,1
Perth,Manufacturing,Data Analyst,8,20.28,PyTorch,1
Melbourne,Manufacturing,ML Engineer,8,19.58,PyTorch,1
Brisbane,IT,AI Engineer,4,13.76,TensorFlow,1
Brisbane,Finance,Data Scientist,5,15.08,TensorFlow,0
Adelaide,E-commerce,Data Analyst,9,20.24,PyTorch,0
Melbourne,Healthcare,Data Analyst,1,3.38,AWS AI,0
Perth,EdTech,Data Scientist,6,13.73,ChatGPT,1
Perth,Manufacturing,AI Engineer,11,26.31,ChatGPT,0
Melbourne,Healthcare,ML Engineer,3,15.29,Scikit-learn,1
Sydney,E-commerce,ML Engineer,6,15.71,Azure AI,1
Townsville,E-commerce,ML Engineer,11,26.38,PyTorch,0
Perth,Healthcare,AI Researcher,4,16.66,ChatGPT,1
Brisbane,IT,AI Researcher,10,31.12,Azure AI,0
Newcastle,E-commerce,ML Engineer,8,24.47,AWS AI,1
Townsville,IT,AI Engineer,10,23.92,Scikit-learn,1
Wollongong,Manufacturing,Data Analyst,4,12.86,AWS AI,1
Gold Coast,Manufacturing,AI Researcher,1,10.39,PyTorch,0
Newcastle,E-commerce,AI Engineer,11,28.59,TensorFlow,0
Melbourne,E-commerce,AI Researcher,9,26.28,ChatGPT,1
Sydney,E-commerce,ML Engineer,4,17.53,TensorFlow,0
Adelaide,IT,Data Analyst,1,6.11,Scikit-learn,1
Wollongong,IT,Data Analyst,10,23.29,PyTorch,1
Wollongong,Healthcare,ML Engineer,2,8.54,AWS AI,1
Melbourne,Manufacturing,AI Engineer,1,5.32,ChatGPT,0
Sydney,Finance,AI Researcher,4,14.38,Azure AI,1
Perth,IT,Data Analyst,10,26.65,AWS AI,0
Cairns,E-commerce,ML Engineer,0,8.36,AWS AI,1
Townsville,E-commerce,Data Scientist,8,15.6,ChatGPT,1
Cairns,IT,AI Researcher,4,14.78,ChatGPT,0
Adelaide,Finance,AI Engineer,9,18.41,PyTorch,1
Townsville,IT,ML Engineer,7,20.0,Scikit-learn,0
Melbourne,Healthcare,Data Scientist,1,4.42,PyTorch,0
Wollongong,IT,Data Scientist,2,9.8,ChatGPT,1
Perth,Finance,ML Engineer,4,12.35,AWS AI,0
Brisbane,Finance,Data Scientist,7,17.37,AWS AI,0
Gold Coast,Finance,AI Researcher,4,13.05,AWS AI,1
Wollongong,E-commerce,AI Engineer,1,3.45,TensorFlow,1
Cairns,EdTech,AI Researcher,0,8.64,TensorFlow,1
Sydney,Manufacturing,AI Engineer,11,21.94,TensorFlow,1
Brisbane,Finance,Data Scientist,10,21.64,Azure AI,0
Cairns,EdTech,AI Researcher,6,18.41,PyTorch,1
Wollongong,Manufacturing,Data Scientist,8,18.99,AWS AI,1
Sydney,EdTech,AI Researcher,6,21.21,PyTorch,1
Newcastle,EdTech,AI Researcher,5,17.29,ChatGPT,0
Wollongong,Manufacturing,ML Engineer,3,12.43,Azure AI,1
Gold Coast,Healthcare,AI Researcher,6,20.94,Scikit-learn,1
Perth,Finance,AI Researcher,6,21.63,Scikit-learn,1
Perth,IT,ML Engineer,1,7.79,AWS AI,1
Townsville,Manufacturing,Data Scientist,2,8.13,AWS AI,0
Townsville,Finance,Data Scientist,5,13.34,Scikit-learn,1
Adelaide,Manufacturing,AI Researcher,10,27.7,Azure AI,0
Melbourne,Finance,Data Scientist,0,3.0,AWS AI,1
Townsville,Manufacturing,ML Engineer,4,13.59,PyTorch,1
Wollongong,Finance,Data Scientist,4,13.9,Azure AI,1
Wollongong,Finance,ML Engineer,2,10.27,Azure AI,1
Sydney,E-commerce,AI Researcher,6,19.8,ChatGPT,1
Townsville,EdTech,Data Scientist,5,10.36,ChatGPT,1
Wollongong,IT,AI Engineer,5,13.33,ChatGPT,1
Cairns,E-commerce,AI Engineer,11,26.32,PyTorch,1
Brisbane,Manufacturing,AI Researcher,0,8.59,AWS AI,1
Brisbane,Healthcare,Data Analyst,1,3.0,Scikit-learn,0
Newcastle,Healthcare,AI Engineer,5,12.31,Azure AI,1
Adelaide,Healthcare,Data Analyst,3,9.12,TensorFlow,0
Melbourne,IT,Data Scientist,0,3.0,Azure AI,1
Brisbane,Healthcare,AI Researcher,7,22.78,AWS AI,0
Perth,IT,AI Engineer,9,25.36,TensorFlow,1
Gold Coast,Finance,AI Researcher,1,12.38,Azure AI,1
Townsville,EdTech,AI Engineer,4,9.76,AWS AI,0
Brisbane,E-commerce,AI Researcher,3,10.49,Scikit-learn,0
Wollongong,Manufacturing,Data Analyst,3,10.57,PyTorch,0
Cairns,E-commerce,Data Analyst,7,15.47,AWS AI,0
Cairns,IT,Data Scientist,10,24.49,Azure AI,1
Newcastle,IT,Data Scientist,4,11.71,TensorFlow,0
Cairns,Healthcare,ML Engineer,8,24.55,TensorFlow,1
Melbourne,IT,Data Analyst,9,23.33,ChatGPT,0
Sydney,EdTech,ML Engineer,2,10.32,ChatGPT,1
Gold Coast,Manufacturing,AI Engineer,11,23.21,Azure AI,1
Melbourne,E-commerce,Data Scientist,6,13.25,ChatGPT,0
Perth,IT,AI Researcher,2,13.08,PyTorch,1
Townsville,Finance,AI Engineer,4,11.65,TensorFlow,0
Sydney,Finance,Data Analyst,2,6.72,PyTorch,1
Townsville,EdTech,Data Analyst,2,7.78,PyTorch,0
Sydney,E-commerce,AI Engineer,1,4.43,TensorFlow,0
Wollongong,E-commerce,ML Engineer,1,10.01,AWS AI,1
Melbourne,IT,AI Engineer,4,11.52,TensorFlow,1
Perth,Finance,AI Researcher,11,34.86,ChatGPT,0
Newcastle,EdTech,AI Engineer,3,6.67,TensorFlow,1
Wollongong,EdTech,AI Engineer,2,7.18,Azure AI,1
Gold Coast,EdTech,Data Scientist,10,21.85,Scikit-learn,1
Wollongong,Manufacturing,Data Analyst,2,4.93,PyTorch,1
Wollongong,EdTech,AI Engineer,8,17.82,Scikit-learn,0
Melbourne,IT,Data Analyst,8,19.29,AWS AI,1
Brisbane,E-commerce,AI Researcher,7,20.86,PyTorch,1
Adelaide,EdTech,Data Scientist,7,18.53,TensorFlow,1
Cairns,Manufacturing,AI Engineer,1,4.12,TensorFlow,1
Gold Coast,Healthcare,AI Researcher,5,18.15,Scikit-learn,1
Wollongong,Manufacturing,Data Scientist,6,15.09,TensorFlow,0
Gold Coast,IT,AI Researcher,8,24.31,Azure AI,1
Townsville,Manufacturing,AI Engineer,11,23.02,TensorFlow,1
Brisbane,IT,Data Analyst,0,5.46,Scikit-learn,1
Newcastle,Finance,Data Analyst,10,24.93,ChatGPT,1
Perth,Finance,Data Scientist,7,15.44,ChatGPT,1
Adelaide,Finance,Data Analyst,9,23.92,PyTorch,0
Brisbane,Healthcare,AI Researcher,1,15.08,TensorFlow,0
Brisbane,Finance,Data Analyst,5,13.92,TensorFlow,1
Gold Coast,Manufacturing,AI Researcher,7,22.25,Scikit-learn,0
Cairns,Healthcare,ML Engineer,5,17.79,ChatGPT,1
Melbourne,Healthcare,Data Scientist,10,23.78,TensorFlow,1
Perth,Healthcare,AI Engineer,10,18.91,TensorFlow,1
Wollongong,E-commerce,Data Analyst,10,25.24,Azure AI,0
Newcastle,Finance,ML Engineer,1,5.42,TensorFlow,1
Gold Coast,Finance,Data Analyst,7,18.59,Azure AI,1
Wollongong,EdTech,Data Scientist,0,7.19,Azure AI,1
Gold Coast,Finance,ML Engineer,5,14.9,PyTorch,1
Cairns,EdTech,ML Engineer,7,23.13,Azure AI,0
Sydney,E-commerce,AI Researcher,6,20.31,PyTorch,1
Perth,E-commerce,AI Researcher,6,20.57,Azure AI,1
Sydney,Healthcare,AI Researcher,9,26.23,AWS AI,0
Wollongong,IT,AI Engineer,2,5.63,ChatGPT,1
Melbourne,Healthcare,ML Engineer,9,24.32,PyTorch,1
Adelaide,Healthcare,Data Scientist,8,20.97,TensorFlow,1
Sydney,IT,Data Analyst,3,9.31,PyTorch,0
Gold Coast,EdTech,AI Engineer,5,13.43,TensorFlow,0
Gold Coast,E-commerce,ML Engineer,2,9.86,ChatGPT,1
Melbourne,E-commerce,Data Analyst,8,19.17,TensorFlow,1
Brisbane,Manufacturing,AI Researcher,10,29.88,Azure AI,1
Melbourne,Healthcare,ML Engineer,8,20.03,PyTorch,1
Adelaide,E-commerce,Data Scientist,4,12.38,TensorFlow,0
Perth,Manufacturing,ML Engineer,5,16.37,PyTorch,1
Wollongong,Manufacturing,Data Analyst,7,19.3,Azure AI,1
Sydney,Manufacturing,AI Researcher,5,23.88,Azure AI,1
Perth,Finance,AI Engineer,3,5.91,PyTorch,1
Cairns,IT,Data Scientist,4,11.78,TensorFlow,1
Brisbane,Manufacturing,AI Engineer,10,22.31,Azure AI,1
Townsville,Finance,AI Engineer,4,15.48,TensorFlow,1
Brisbane,EdTech,AI Engineer,11,24.91,PyTorch,0
Perth,E-commerce,Data Analyst,2,6.76,Scikit-learn,0
Perth,E-commerce,Data Scientist,9,19.78,Scikit-learn,0
Perth,Healthcare,Data Scientist,10,26.63,AWS AI,0
Adelaide,IT,Data Scientist,3,8.8,ChatGPT,0
Wollongong,IT,Data Analyst,3,8.51,ChatGPT,1
Sydney,Manufacturing,AI Engineer,9,20.97,TensorFlow,1
Perth,IT,AI Engineer,1,3.47,PyTorch,1
Wollongong,Finance,AI Engineer,9,18.87,AWS AI,1
Cairns,Manufacturing,AI Engineer,6,14.19,PyTorch,1
Brisbane,Manufacturing,ML Engineer,9,23.85,TensorFlow,0
Brisbane,Healthcare,AI Researcher,7,23.89,ChatGPT,0
Brisbane,Healthcare,ML Engineer,1,11.24,TensorFlow,1
Brisbane,E-commerce,Data Analyst,6,15.02,Azure AI,1
Cairns,Finance,AI Researcher,8,27.15,PyTorch,1
Perth,Manufacturing,Data Scientist,10,23.43,AWS AI,0
Gold Coast,E-commerce,AI Engineer,7,16.7,Scikit-learn,1
Newcastle,E-commerce,ML Engineer,8,20.74,TensorFlow,1
Newcastle,Manufacturing,Data Analyst,2,9.48,Azure AI,0
Townsville,IT,AI Engineer,9,21.34,Scikit-learn,1
Wollongong,Finance,AI Engineer,11,26.45,PyTorch,1
Melbourne,Healthcare,AI Researcher,2,12.77,ChatGPT,1
Wollongong,Finance,Data Scientist,0,4.05,AWS AI,0
Adelaide,EdTech,AI Researcher,11,33.31,ChatGPT,1
Wollongong,IT,AI Engineer,7,17.07,Azure AI,0
Cairns,E-commerce,Data Analyst,0,3.0,PyTorch,1
Perth,Finance,Data Scientist,5,9.7,TensorFlow,1
Perth,Finance,AI Researcher,3,14.26,Scikit-learn,1
Perth,Finance,ML Engineer,2,9.34,ChatGPT,1
Townsville,Finance,AI Researcher,5,24.67,AWS AI,1
Perth,Manufacturing,AI Researcher,2,11.44,Scikit-learn,1
Perth,Finance,AI Engineer,2,7.08,TensorFlow,0
Townsville,Healthcare,AI Researcher,6,22.84,AWS AI,1
Townsville,EdTech,AI Engineer,10,25.13,Azure AI,1
Townsville,Finance,AI Engineer,6,18.81,Azure AI,1
Sydney,EdTech,Data Scientist,1,5.74,Azure AI,1
Adelaide,E-commerce,ML Engineer,3,13.84,Azure AI,1
Townsville,EdTech,Data Analyst,10,20.82,PyTorch,1
Adelaide,Finance,AI Engineer,9,21.18,TensorFlow,1
Gold Coast,EdTech,ML Engineer,1,7.34,Scikit-learn,1
Gold Coast,E-commerce,Data Analyst,11,26.67,Scikit-learn,0
Newcastle,E-commerce,AI Engineer,8,16.66,Azure AI,1
Adelaide,Finance,Data Analyst,8,19.52,AWS AI,1
Perth,IT,ML Engineer,10,23.4,ChatGPT,1
Gold Coast,IT,Data Scientist,1,3.65,PyTorch,1
Brisbane,IT,AI Engineer,9,20.32,Azure AI,1
Melbourne,EdTech,Data Scientist,11,24.06,Scikit-learn,0
Perth,Finance,Data Analyst,7,17.95,Scikit-learn,1
Wollongong,Manufacturing,Data Analyst,6,14.08,TensorFlow,1
Gold Coast,EdTech,AI Researcher,2,12.84,Scikit-learn,1
Gold Coast,EdTech,AI Engineer,4,10.1,PyTorch,1
Brisbane,EdTech,AI Engineer,6,15.41,Azure AI,1
Sydney,Healthcare,Data Analyst,0,4.45,Scikit-learn,0
Perth,Healthcare,AI Engineer,4,8.8,ChatGPT,1
Brisbane,EdTech,Data Scientist,11,26.49,AWS AI,1
Cairns,EdTech,AI Engineer,2,5.71,ChatGPT,1
Cairns,Manufacturing,ML Engineer,10,29.16,ChatGPT,1
Melbourne,Healthcare,ML Engineer,9,23.21,AWS AI,0
Newcastle,Manufacturing,Data Analyst,3,11.37,AWS AI,1
Gold Coast,Finance,Data Scientist,4,15.02,AWS AI,1
Cairns,E-commerce,AI Researcher,7,20.81,Azure AI,1
Gold Coast,Finance,AI Researcher,0,7.89,Scikit-learn,1
Perth,E-commerce,Data Scientist,11,25.03,PyTorch,1
Wollongong,E-commerce,Data Analyst,6,15.66,TensorFlow,1
Cairns,Finance,AI Researcher,5,17.53,Scikit-learn,0
Wollongong,Healthcare,AI Engineer,1,8.96,ChatGPT,1
Adelaide,EdTech,ML Engineer,3,13.27,Scikit-learn,1
Brisbane,E-commerce,AI Researcher,0,10.63,ChatGPT,0
Townsville,E-commerce,Data Scientist,6,14.25,AWS AI,0
Gold Coast,EdTech,Data Scientist,1,5.53,TensorFlow,1
Melbourne,Healthcare,Data Scientist,9,20.64,Azure AI,0
Melbourne,E-commerce,AI Researcher,10,32.44,Azure AI,1
Sydney,Healthcare,AI Engineer,11,23.7,ChatGPT,1
Cairns,IT,AI Engineer,0,6.79,Azure AI,1
Melbourne,E-commerce,AI Engineer,4,9.54,ChatGPT,1
Wollongong,Healthcare,AI Researcher,2,11.79,ChatGPT,1
Cairns,Manufacturing,ML Engineer,3,12.54,PyTorch,0
Newcastle,Manufacturing,AI Researcher,1,9.3,AWS AI,0
Townsville,IT,ML Engineer,1,7.9,TensorFlow,1
Townsville,EdTech,Data Analyst,0,3.0,AWS AI,1
Brisbane,Finance,Data Analyst,1,5.2,AWS AI,1
Sydney,EdTech,Data Scientist,5,13.8,AWS AI,0
Melbourne,E-commerce,Data Analyst,7,19.18,Scikit-learn,1
Wollongong,Healthcare,AI Engineer,3,10.39,AWS AI,0
Brisbane,Manufacturing,Data Analyst,3,8.14,PyTorch,1
Cairns,Manufacturing,Data Analyst,10,23.99,TensorFlow,1
Newcastle,IT,AI Researcher,5,16.46,Scikit-learn,0
Perth,Finance,AI Researcher,9,26.23,Azure AI,0
Townsville,Manufacturing,Data Analyst,4,14.03,AWS AI,1
Townsville,Manufacturing,Data Scientist,2,11.39,TensorFlow,0
Perth,IT,Data Analyst,8,19.01,Scikit-learn,0
Newcastle,E-commerce,AI Engineer,6,13.08,Scikit-learn,1
Sydney,E-commerce,AI Researcher,6,24.65,AWS AI,1
Melbourne,E-commerce,AI Researcher,8,24.57,Scikit-learn,1
Cairns,IT,AI Engineer,10,22.27,ChatGPT,1
Adelaide,IT,ML Engineer,10,27.15,AWS AI,0
Newcastle,EdTech,ML Engineer,6,19.51,TensorFlow,1
Cairns,E-commerce,AI Engineer,4,10.81,TensorFlow,0
Melbourne,EdTech,AI Engineer,6,12.82,AWS AI,0
Townsville,EdTech,ML Engineer,1,7.12,Scikit-learn,1
Cairns,IT,AI Engineer,1,6.86,TensorFlow,0
Newcastle,E-commerce,AI Engineer,6,15.59,Azure AI,1
Melbourne,Healthcare,AI Researcher,3,14.01,Azure AI,0
Townsville,EdTech,AI Researcher,3,12.47,Azure AI,0
Melbourne,Finance,AI Researcher,6,20.62,PyTorch,1
Melbourne,Healthcare,Data Analyst,1,5.33,TensorFlow,0
Gold Coast,Finance,AI Engineer,4,15.15,PyTorch,1
Wollongong,EdTech,Data Scientist,11,29.57,Azure AI,0
Newcastle,IT,Data Scientist,2,6.17,AWS AI,0
Sydney,IT,ML Engineer,11,26.55,TensorFlow,1
Wollongong,EdTech,AI Researcher,6,19.66,Azure AI,1
Adelaide,EdTech,AI Engineer,9,19.01,Azure AI,1
Townsville,Manufacturing,Data Scientist,10,22.76,Azure AI,1
Perth,Healthcare,ML Engineer,10,24.13,PyTorch,1
Sydney,Manufacturing,AI Researcher,3,12.74,AWS AI,0
Brisbane,Healthcare,Data Scientist,11,22.71,PyTorch,1
Wollongong,Manufacturing,AI Engineer,0,4.45,TensorFlow,0
Adelaide,Finance,Data Scientist,11,26.29,ChatGPT,1
Gold Coast,Healthcare,Data Analyst,6,10.88,AWS AI,1
Newcastle,Manufacturing,Data Scientist,8,22.03,TensorFlow,1
Brisbane,E-commerce,AI Engineer,7,18.42,PyTorch,1
Adelaide,Healthcare,AI Researcher,0,8.35,ChatGPT,0
Sydney,EdTech,Data Scientist,4,11.6,ChatGPT,1
Melbourne,EdTech,Data Scientist,0,3.0,TensorFlow,1
Sydney,IT,Data Analyst,1,7.0,ChatGPT,0
Gold Coast,IT,Data Scientist,7,17.99,Scikit-learn,1
Newcastle,E-commerce,Data Analyst,1,5.12,ChatGPT,1
Gold Coast,IT,AI Engineer,11,23.7,AWS AI,1
Townsville,IT,AI Engineer,8,17.95,PyTorch,1
Cairns,Manufacturing,Data Analyst,9,23.2,PyTorch,0
Cairns,Finance,Data Analyst,5,15.87,Scikit-learn,1
Gold Coast,Manufacturing,Data Scientist,10,24.13,AWS AI,0
Sydney,Finance,ML Engineer,5,18.4,PyTorch,1
Sydney,Healthcare,AI Researcher,5,19.75,ChatGPT,0
Newcastle,Finance,Data Analyst,2,6.67,ChatGPT,1
Adelaide,IT,AI Engineer,4,12.77,TensorFlow,1
Brisbane,E-commerce,AI Engineer,3,9.98,Azure AI,1
Gold Coast,Manufacturing,Data Scientist,11,26.41,ChatGPT,0
Wollongong,Manufacturing,AI Engineer,7,18.89,Azure AI,0
Cairns,EdTech,Data Analyst,0,3.0,AWS AI,1
Perth,IT,AI Engineer,6,18.27,PyTorch,1
Brisbane,Manufacturing,ML Engineer,11,27.48,PyTorch,1
Newcastle,Manufacturing,AI Engineer,8,22.77,PyTorch,1
Newcastle,E-commerce,ML Engineer,4,10.09,Azure AI,1
Townsville,Healthcare,Data Scientist,2,9.06,Azure AI,1
Adelaide,EdTech,Data Scientist,2,6.67,PyTorch,1
Gold Coast,Healthcare,AI Researcher,4,14.62,PyTorch,0
Cairns,Manufacturing,Data Scientist,9,20.54,ChatGPT,0
Cairns,E-commerce,Data Scientist,1,3.88,Scikit-learn,1
Newcastle,Finance,Data Scientist,1,6.97,Azure AI,1
Cairns,EdTech,AI Researcher,5,18.03,ChatGPT,1
Melbourne,Finance,AI Researcher,1,12.41,ChatGPT,0
Townsville,Finance,Data Analyst,8,19.82,TensorFlow,1
Newcastle,IT,Data Analyst,11,25.88,TensorFlow,0
Melbourne,Manufacturing,AI Engineer,6,14.1,AWS AI,1
Gold Coast,Manufacturing,Data Analyst,7,17.53,TensorFlow,0
Adelaide,Manufacturing,Data Scientist,6,14.65,AWS AI,1
Gold Coast,Finance,Data Analyst,11,25.01,AWS AI,0
Brisbane,EdTech,ML Engineer,0,7.87,Scikit-learn,0
Townsville,Manufacturing,AI Engineer,6,21.06,AWS AI,1
Wollongong,Healthcare,ML Engineer,2,11.59,PyTorch,0
Melbourne,Manufacturing,Data Analyst,4,9.84,Azure AI,1
Brisbane,IT,Data Scientist,6,12.25,PyTorch,0
Cairns,EdTech,ML Engineer,2,4.66,AWS AI,1
Gold Coast,Manufacturing,Data Scientist,4,12.65,Azure AI,1
Brisbane,IT,AI Researcher,11,30.67,TensorFlow,0
Wollongong,EdTech,Data Scientist,6,16.18,PyTorch,0
Sydney,Healthcare,ML Engineer,2,14.24,Azure AI,1
Cairns,Finance,ML Engineer,11,27.7,PyTorch,1
Perth,Finance,AI Researcher,11,33.61,Azure AI,1
Newcastle,EdTech,Data Scientist,4,11.23,TensorFlow,1
Adelaide,EdTech,AI Engineer,0,6.87,PyTorch,0
Brisbane,E-commerce,Data Analyst,3,8.78,Azure AI,1
Perth,Manufacturing,AI Engineer,1,7.65,TensorFlow,1
Townsville,IT,ML Engineer,4,16.14,ChatGPT,1
Melbourne,Manufacturing,ML Engineer,5,17.78,TensorFlow,1
Townsville,EdTech,ML Engineer,2,10.87,AWS AI,0
Cairns,Manufacturing,Data Analyst,9,22.53,Scikit-learn,1
Adelaide,Healthcare,Data Analyst,8,16.2,Scikit-learn,1
Wollongong,Finance,Data Analyst,10,25.3,Azure AI,0
Adelaide,Finance,Data Scientist,10,28.05,Scikit-learn,1
Sydney,Manufacturing,ML Engineer,5,16.86,Azure AI,1
Newcastle,Healthcare,Data Scientist,0,3.0,AWS AI,0
Brisbane,IT,AI Researcher,3,15.28,Scikit-learn,0
Brisbane,E-commerce,ML Engineer,3,12.02,ChatGPT,1
Melbourne,Finance,AI Engineer,4,10.05,PyTorch,0
Townsville,Healthcare,AI Researcher,10,27.88,ChatGPT,0
Sydney,IT,Data Scientist,5,13.81,AWS AI,1
Brisbane,EdTech,AI Engineer,11,27.06,AWS AI,0
Brisbane,IT,Data Scientist,3,7.68,PyTorch,0
Townsville,Healthcare,Data Scientist,0,4.71,PyTorch,1
Wollongong,IT,ML Engineer,1,8.02,AWS AI,0
Cairns,Healthcare,Data Scientist,4,10.0,PyTorch,1
Townsville,Finance,Data Scientist,8,21.0,ChatGPT,0
Melbourne,Healthcare,Data Scientist,11,23.12,Azure AI,0
Gold Coast,Healthcare,Data Scientist,6,15.19,PyTorch,1
Newcastle,E-commerce,AI Researcher,8,26.42,Azure AI,0
Adelaide,EdTech,AI Engineer,2,5.05,AWS AI,1
Sydney,E-commerce,Data Scientist,8,22.21,Azure AI,0
Newcastle,EdTech,Data Scientist,0,3.76,TensorFlow,1
Wollongong,EdTech,AI Researcher,3,18.96,TensorFlow,1
Wollongong,Manufacturing,AI Engineer,1,5.56,PyTorch,1
Sydney,Manufacturing,AI Engineer,4,10.05,Azure AI,1
Newcastle,Healthcare,Data Analyst,3,10.03,AWS AI,0
Cairns,IT,AI Researcher,10,29.68,TensorFlow,0
Newcastle,Manufacturing,Data Analyst,7,16.3,TensorFlow,0
Townsville,IT,AI Researcher,2,13.97,Azure AI,1
Townsville,Manufacturing,AI Engineer,6,20.61,AWS AI,0
Sydney,EdTech,AI Engineer,10,21.91,AWS AI,1
Cairns,Finance,Data Analyst,6,18.12,Scikit-learn,1
Newcastle,Healthcare,ML Engineer,2,9.75,TensorFlow,0
Adelaide,EdTech,ML Engineer,5,17.71,Azure AI,0
Wollongong,Healthcare,AI Researcher,1,10.85,TensorFlow,1
Townsville,IT,Data Analyst,0,7.72,Scikit-learn,0
Sydney,EdTech,ML Engineer,4,14.69,AWS AI,1
Adelaide,IT,AI Researcher,6,22.28,Azure AI,0
Wollongong,E-commerce,Data Scientist,11,25.31,PyTorch,1
Melbourne,EdTech,AI Engineer,3,7.21,ChatGPT,1
Cairns,Finance,Data Scientist,0,3.19,Azure AI,1
Melbourne,IT,AI Engineer,3,8.86,AWS AI,0
Brisbane,Healthcare,AI Researcher,0,6.56,AWS AI,1
Wollongong,EdTech,ML Engineer,11,28.2,Azure AI,1
Brisbane,Finance,AI Researcher,4,17.87,PyTorch,0
Sydney,Finance,AI Engineer,2,7.74,Azure AI,1
Townsville,Manufacturing,Data Scientist,6,16.64,Azure AI,1
Newcastle,Healthcare,Data Scientist,1,9.02,Scikit-learn,1
Newcastle,Finance,Data Scientist,5,10.42,Azure AI,0
Newcastle,EdTech,Data Scientist,8,21.13,Scikit-learn,1
Adelaide,Healthcare,Data Scientist,3,9.57,AWS AI,1
Wollongong,Healthcare,Data Analyst,3,10.08,Azure AI,0
Gold Coast,Finance,AI Researcher,4,17.14,PyTorch,1
Wollongong,E-commerce,ML Engineer,0,6.75,AWS AI,1
Brisbane,Finance,Data Scientist,9,24.11,PyTorch,1
Brisbane,Finance,AI Engineer,10,24.4,PyTorch,1
Gold Coast,Manufacturing,AI Researcher,2,12.63,TensorFlow,0
Wollongong,E-commerce,ML Engineer,7,19.22,ChatGPT,0
Townsville,IT,Data Scientist,5,14.14,TensorFlow,1
Townsville,EdTech,ML Engineer,5,16.97,PyTorch,0
Gold Coast,E-commerce,ML Engineer,10,27.62,Scikit-learn,0
Melbourne,Manufacturing,AI Researcher,3,13.71,PyTorch,0
Brisbane,Manufacturing,Data Analyst,6,16.75,ChatGPT,1
Newcastle,Healthcare,ML Engineer,10,26.31,Scikit-learn,1
Gold Coast,Manufacturing,AI Researcher,3,16.28,AWS AI,1
Sydney,EdTech,AI Researcher,1,11.62,ChatGPT,1
Melbourne,Healthcare,AI Engineer,4,14.28,Scikit-learn,1
Adelaide,Healthcare,AI Researcher,4,16.66,TensorFlow,1
Wollongong,IT,Data Analyst,6,11.6,Azure AI,1
Adelaide,Finance,Data Scientist,7,17.55,PyTorch,1
Wollongong,EdTech,AI Engineer,7,15.78,Scikit-learn,1
Cairns,Healthcare,ML Engineer,0,5.9,Scikit-learn,1
Newcastle,IT,Data Analyst,3,8.16,Scikit-learn,1
Cairns,Manufacturing,AI Researcher,4,14.16,AWS AI,1
Newcastle,Manufacturing,Data Scientist,0,3.0,ChatGPT,0
Wollongong,Manufacturing,Data Scientist,1,4.18,AWS AI,0
Cairns,Healthcare,ML Engineer,9,27.48,Azure AI,1
Gold Coast,EdTech,AI Researcher,10,28.81,PyTorch,1
Sydney,Finance,Data Analyst,1,4.6,ChatGPT,1
Melbourne,E-commerce,Data Analyst,4,14.04,TensorFlow,1
Townsville,Healthcare,AI Engineer,1,7.82,PyTorch,1
Perth,Finance,ML Engineer,8,21.87,TensorFlow,0
Melbourne,Manufacturing,AI Researcher,1,8.57,ChatGPT,1
Townsville,IT,AI Engineer,5,11.42,Azure AI,0
Sydney,Manufacturing,Data Scientist,0,4.14,Azure AI,0
Sydney,EdTech,Data Scientist,3,5.23,PyTorch,1
Townsville,EdTech,Data Scientist,0,3.0,Scikit-learn,0
Gold Coast,Manufacturing,AI Engineer,9,21.53,TensorFlow,1
Perth,IT,Data Scientist,11,24.89,ChatGPT,1
Brisbane,Finance,Data Analyst,11,22.91,ChatGPT,0
