city,industry,role,experience_years,salary_lpa,primary_ai_tool,ai_adopted
Phoenix,Finance,Data Scientist,10,29.55,Scikit-learn,1
New York,Manufacturing,ML Engineer,5,19.36,Azure AI,1
San Antonio,Healthcare,Data Scientist,0,4.2,AWS AI,0
Chicago,IT,AI Researcher,3,17.78,Scikit-learn,0
Chicago,E-commerce,ML Engineer,3,14.52,ChatGPT,1
Los Angeles,Finance,AI Engineer,4,11.55,PyTorch,0
San Jose,Healthcare,AI Researcher,10,30.38,ChatGPT,1
New York,IT,Data Scientist,5,15.31,AWS AI,1
Chicago,EdTech,AI Engineer,11,28.56,AWS AI,0
Chicago,IT,Data Scientist,3,9.18,PyTorch,0
San Jose,Healthcare,Data Scientist,0,6.21,PyTorch,1
San Diego,IT,ML Engineer,1,10.52,AWS AI,0
Dallas,Healthcare,Data Scientist,4,11.5,PyTorch,1
San Jose,Finance,Data Scientist,8,22.5,ChatGPT,0
Los Angeles,Healthcare,Data Scientist,11,24.62,Azure AI,0
Philadelphia,Healthcare,Data Scientist,6,16.69,PyTorch,1
San Antonio,E-commerce,AI Researcher,8,28.92,Azure AI,0
Phoenix,EdTech,AI Engineer,2,6.55,AWS AI,1
New York,E-commerce,Data Scientist,8,23.71,Azure AI,0
San Antonio,EdTech,Data Scientist,0,5.26,TensorFlow,1
San Diego,EdTech,AI Researcher,3,21.46,TensorFlow,1
San Diego,Manufacturing,AI Engineer,1,7.06,PyTorch,1
New York,Manufacturing,AI Engineer,4,11.55,Azure AI,1
San Antonio,Healthcare,Data Analyst,3,11.53,AWS AI,1
Dallas,IT,AI Researcher,10,32.18,TensorFlow,1
San Antonio,Manufacturing,Data Analyst,7,17.8,TensorFlow,1
San Jose,IT,AI Researcher,2,16.47,Azure AI,1
San Jose,Manufacturing,AI Engineer,6,22.11,AWS AI,1
New York,EdTech,AI Engineer,10,23.41,AWS AI,1
Dallas,Finance,Data Analyst,6,19.62,Scikit-learn,1
San Antonio,Healthcare,ML Engineer,2,12.25,TensorFlow,0
Phoenix,EdTech,ML Engineer,5,20.21,Azure AI,0
San Diego,Healthcare,AI Researcher,1,13.35,TensorFlow,1
San Jose,IT,Data Analyst,0,9.22,Scikit-learn,1
New York,EdTech,ML Engineer,4,17.19,AWS AI,1
Phoenix,IT,AI Researcher,6,24.78,Azure AI,0
San Diego,E-commerce,Data Scientist,11,26.81,PyTorch,1
Los Angeles,EdTech,AI Engineer,3,8.71,ChatGPT,1
Dallas,Finance,Data Scientist,0,4.69,Azure AI,1
Los Angeles,IT,AI Engineer,3,10.36,AWS AI,1
Chicago,Healthcare,AI Researcher,0,9.06,AWS AI,1
San Diego,EdTech,ML Engineer,11,30.7,Azure AI,1
Chicago,Finance,AI Researcher,4,20.37,PyTorch,0
New York,Finance,AI Engineer,2,9.24,Azure AI,1
San Jose,Manufacturing,Data Scientist,6,18.14,Azure AI,1
San Antonio,Healthcare,Data Scientist,1,10.52,Scikit-learn,1
San Antonio,Finance,Data Scientist,5,11.92,Azure AI,0
San Antonio,EdTech,Data Scientist,8,22.63,Scikit-learn,1
Phoenix,Healthcare,Data Scientist,3,11.07,AWS AI,1
San Diego,Healthcare,Data Analyst,3,11.58,Azure AI,0
Philadelphia,Finance,AI Researcher,4,19.64,PyTorch,1
San Diego,E-commerce,ML Engineer,0,9.25,AWS AI,1
Chicago,Finance,Data Scientist,9,25.61,PyTorch,1
Chicago,Finance,AI Engineer,10,25.9,PyTorch,1
Philadelphia,Manufacturing,AI Researcher,2,15.13,TensorFlow,1
San Diego,E-commerce,ML Engineer,7,21.72,ChatGPT,0
San Jose,IT,Data Scientist,5,15.64,TensorFlow,1
San Jose,EdTech,ML Engineer,5,19.47,PyTorch,0
Philadelphia,E-commerce,ML Engineer,10,30.12,Scikit-learn,1
Los Angeles,Manufacturing,AI Researcher,3,16.21,PyTorch,1
Chicago,Manufacturing,Data Analyst,6,18.25,ChatGPT,1
San Antonio,Healthcare,ML Engineer,10,28.81,Scikit-learn,1
Philadelphia,Manufacturing,AI Researcher,3,18.78,AWS AI,1
New York,EdTech,AI Researcher,1,14.12,ChatGPT,1
Los Angeles,Healthcare,AI Engineer,4,15.78,Scikit-learn,1
Phoenix,Healthcare,AI Researcher,4,19.16,TensorFlow,1
San Diego,IT,Data Analyst,6,13.1,Azure AI,1
Phoenix,Finance,Data Scientist,7,19.05,PyTorch,1
San Diego,EdTech,AI Engineer,7,17.28,Scikit-learn,1
Dallas,Healthcare,ML Engineer,0,8.4,Scikit-learn,1
San Antonio,IT,Data Analyst,3,9.66,Scikit-learn,1
Dallas,Manufacturing,AI Researcher,4,16.66,AWS AI,1
San Antonio,Manufacturing,Data Scientist,0,4.42,ChatGPT,0
San Diego,Manufacturing,Data Scientist,1,5.68,AWS AI,0
Dallas,Healthcare,ML Engineer,9,29.98,Azure AI,1
Philadelphia,EdTech,AI Researcher,10,31.31,PyTorch,1
New York,Finance,Data Analyst,1,6.1,ChatGPT,1
Los Angeles,E-commerce,Data Analyst,4,15.54,TensorFlow,1
San Jose,Healthcare,AI Engineer,1,9.32,PyTorch,1
Houston,Finance,ML Engineer,8,24.37,TensorFlow,0
Los Angeles,Manufacturing,AI Researcher,1,11.07,ChatGPT,1
San Jose,IT,AI Engineer,5,12.92,Azure AI,0
New York,Manufacturing,Data Scientist,0,5.64,Azure AI,1
New York,EdTech,Data Scientist,3,6.73,PyTorch,1
San Jose,EdTech,Data Scientist,0,3.0,Scikit-learn,1
Philadelphia,Manufacturing,AI Engineer,9,23.03,TensorFlow,1
Houston,IT,Data Scientist,11,26.39,ChatGPT,1
Chicago,Finance,Data Analyst,11,24.41,ChatGPT,0
Chicago,Finance,AI Researcher,8,27.31,Scikit-learn,1
San Antonio,E-commerce,ML Engineer,4,15.92,AWS AI,0
New York,EdTech,ML Engineer,10,29.28,Azure AI,1
Los Angeles,Manufacturing,AI Engineer,7,18.99,Scikit-learn,1
San Diego,Healthcare,AI Researcher,1,12.84,Azure AI,1
Phoenix,Healthcare,AI Engineer,10,24.2,PyTorch,1
Phoenix,Healthcare,AI Engineer,5,14.56,Scikit-learn,0
San Diego,Finance,Data Scientist,9,21.38,ChatGPT,0
Phoenix,Healthcare,AI Researcher,8,25.85,TensorFlow,1
Phoenix,Finance,AI Engineer,6,16.07,Azure AI,1
Houston,E-commerce,AI Researcher,4,20.26,Scikit-learn,1
Dallas,Finance,AI Engineer,7,19.82,Scikit-learn,0
San Diego,Manufacturing,AI Researcher,2,16.24,PyTorch,1
Houston,Healthcare,AI Researcher,6,22.16,TensorFlow,1
Phoenix,Manufacturing,AI Researcher,2,14.23,Azure AI,1
Dallas,E-commerce,AI Researcher,7,26.2,PyTorch,1
San Antonio,EdTech,AI Researcher,5,22.59,AWS AI,0
Chicago,Healthcare,AI Engineer,11,23.59,TensorFlow,1
Chicago,Finance,Data Analyst,11,24.16,PyTorch,1
Dallas,Finance,AI Researcher,1,13.58,TensorFlow,1
San Jose,E-commerce,AI Engineer,3,9.78,Azure AI,1
San Antonio,E-commerce,Data Analyst,7,16.0,TensorFlow,0
Phoenix,Healthcare,AI Researcher,4,19.71,ChatGPT,1
Los Angeles,Manufacturing,AI Researcher,8,24.18,PyTorch,1
Houston,Manufacturing,AI Researcher,7,24.78,ChatGPT,1
Dallas,Finance,AI Engineer,2,11.55,PyTorch,1
New York,IT,Data Analyst,1,6.22,AWS AI,0
San Diego,EdTech,ML Engineer,0,9.74,TensorFlow,1
Phoenix,Manufacturing,Data Analyst,5,15.8,Azure AI,1
San Diego,Finance,AI Researcher,11,35.36,Azure AI,0
Philadelphia,E-commerce,AI Researcher,10,29.68,Scikit-learn,0
San Antonio,IT,Data Analyst,0,5.19,Scikit-learn,1
Chicago,Manufacturing,AI Researcher,4,17.17,PyTorch,0
San Antonio,E-commerce,ML Engineer,0,4.38,Scikit-learn,0
San Jose,Manufacturing,ML Engineer,1,8.39,ChatGPT,1
Dallas,Manufacturing,AI Researcher,0,7.54,AWS AI,1
San Jose,Finance,AI Researcher,6,22.11,Scikit-learn,0
New York,EdTech,Data Scientist,9,21.17,Scikit-learn,1
Los Angeles,Finance,ML Engineer,10,30.54,Scikit-learn,0
Philadelphia,IT,Data Analyst,8,21.36,PyTorch,1
San Jose,Finance,Data Scientist,2,11.62,PyTorch,1
Houston,Finance,AI Engineer,11,25.51,AWS AI,1
San Jose,Manufacturing,AI Researcher,10,28.21,Azure AI,1
Chicago,IT,AI Engineer,1,7.99,Scikit-learn,0
Dallas,EdTech,AI Engineer,10,24.82,PyTorch,0
Philadelphia,E-commerce,AI Engineer,10,21.17,ChatGPT,0
San Diego,IT,AI Researcher,8,27.76,PyTorch,1
Phoenix,Finance,AI Engineer,9,24.41,ChatGPT,1
New York,Healthcare,AI Engineer,6,17.03,AWS AI,1
Philadelphia,Finance,Data Scientist,1,5.01,AWS AI,1
Houston,E-commerce,AI Researcher,8,26.52,TensorFlow,1
Houston,Finance,Data Analyst,1,7.73,Azure AI,1
Dallas,EdTech,Data Analyst,11,28.71,Scikit-learn,1
San Antonio,Finance,ML Engineer,8,24.72,Azure AI,1
Dallas,IT,AI Engineer,7,17.6,Azure AI,0
San Diego,E-commerce,AI Researcher,8,28.36,Scikit-learn,1
San Antonio,E-commerce,ML Engineer,7,23.52,Azure AI,1
Houston,Finance,Data Scientist,10,21.92,TensorFlow,1
San Diego,IT,ML Engineer,8,26.35,ChatGPT,1
Chicago,EdTech,Data Scientist,5,13.44,PyTorch,1
New York,Healthcare,Data Analyst,4,13.73,AWS AI,1
Chicago,IT,Data Analyst,10,28.78,PyTorch,1
San Jose,Finance,Data Analyst,9,20.9,AWS AI,1
Philadelphia,Manufacturing,Data Analyst,0,7.41,Scikit-learn,1
San Diego,Healthcare,AI Engineer,3,12.75,TensorFlow,1
Phoenix,EdTech,ML Engineer,8,23.48,Scikit-learn,1
Houston,EdTech,Data Scientist,2,9.01,Azure AI,1
Phoenix,Manufacturing,ML Engineer,5,18.66,ChatGPT,1
Dallas,Healthcare,Data Scientist,5,13.54,Scikit-learn,1
New York,E-commerce,Data Analyst,2,6.56,Scikit-learn,0
San Jose,Finance,ML Engineer,8,25.29,PyTorch,1
New York,Finance,ML Engineer,7,22.77,ChatGPT,1
Chicago,IT,Data Scientist,1,8.05,TensorFlow,1
San Jose,EdTech,Data Scientist,8,21.73,AWS AI,1
Houston,Manufacturing,AI Engineer,2,9.17,ChatGPT,1
Philadelphia,E-commerce,ML Engineer,7,20.64,Scikit-learn,1
San Antonio,Manufacturing,AI Researcher,7,24.37,ChatGPT,1
San Jose,E-commerce,Data Scientist,0,7.48,TensorFlow,1
New York,Manufacturing,Data Scientist,10,24.85,PyTorch,1
New York,Manufacturing,AI Engineer,8,19.24,Scikit-learn,1
San Diego,EdTech,ML Engineer,7,24.63,TensorFlow,1
Los Angeles,Finance,ML Engineer,6,18.07,Azure AI,0
Dallas,EdTech,Data Scientist,9,23.35,AWS AI,1
Philadelphia,Healthcare,AI Engineer,9,22.21,Azure AI,1
Dallas,EdTech,AI Engineer,11,26.85,Scikit-learn,1
Dallas,Finance,AI Engineer,0,5.76,AWS AI,1
San Jose,E-commerce,Data Analyst,1,8.2,Scikit-learn,1
Houston,IT,Data Analyst,10,24.01,Scikit-learn,0
Phoenix,Manufacturing,AI Engineer,1,6.54,AWS AI,0
Houston,Healthcare,Data Analyst,5,11.44,Scikit-learn,1
San Antonio,IT,ML Engineer,10,25.72,ChatGPT,1
San Antonio,EdTech,Data Analyst,4,11.92,PyTorch,1
Phoenix,Healthcare,AI Engineer,7,19.93,PyTorch,0
Dallas,IT,ML Engineer,10,30.86,AWS AI,0
San Diego,Finance,AI Engineer,3,14.29,Azure AI,0
San Antonio,IT,ML Engineer,3,14.7,PyTorch,1
San Antonio,IT,AI Engineer,4,14.34,TensorFlow,1
Philadelphia,E-commerce,AI Researcher,11,32.98,PyTorch,1
San Antonio,Manufacturing,AI Researcher,5,19.54,AWS AI,1
San Diego,Healthcare,AI Researcher,2,17.01,TensorFlow,1
San Antonio,Healthcare,AI Engineer,7,19.3,ChatGPT,0
San Jose,Healthcare,AI Engineer,5,12.69,ChatGPT,1
Dallas,Manufacturing,AI Researcher,8,29.5,AWS AI,1
Philadelphia,Healthcare,ML Engineer,2,16.15,Scikit-learn,1
San Jose,Manufacturing,Data Analyst,8,16.34,PyTorch,1
San Jose,EdTech,ML Engineer,7,24.49,ChatGPT,1
Los Angeles,E-commerce,ML Engineer,7,26.74,ChatGPT,1
Chicago,Healthcare,Data Scientist,7,21.46,AWS AI,1
Houston,IT,AI Engineer,11,28.35,Scikit-learn,1
Philadelphia,E-commerce,AI Researcher,1,16.38,Scikit-learn,1
San Diego,E-commerce,ML Engineer,7,25.54,PyTorch,1
Dallas,Finance,Data Analyst,7,19.44,Scikit-learn,1
Chicago,Healthcare,Data Analyst,7,19.51,TensorFlow,0
Dallas,Manufacturing,Data Scientist,6,17.27,ChatGPT,1
Houston,IT,ML Engineer,3,16.21,AWS AI,1
San Antonio,EdTech,Data Analyst,10,26.98,Azure AI,0
San Diego,EdTech,AI Researcher,0,12.6,Azure AI,0
Los Angeles,Finance,Data Analyst,8,22.97,ChatGPT,0
San Antonio,E-commerce,Data Analyst,2,11.22,Scikit-learn,1
Chicago,IT,ML Engineer,9,26.31,AWS AI,1
Philadelphia,Manufacturing,Data Analyst,1,6.79,Scikit-learn,1
Phoenix,Healthcare,Data Analyst,1,8.22,AWS AI,0
Philadelphia,EdTech,ML Engineer,0,7.99,TensorFlow,1
Los Angeles,IT,AI Engineer,9,28.44,TensorFlow,1
Chicago,Finance,AI Researcher,7,27.16,Scikit-learn,1
San Jose,Healthcare,AI Researcher,1,13.63,TensorFlow,1
Philadelphia,Finance,Data Analyst,5,15.4,Scikit-learn,1
Chicago,IT,AI Engineer,11,25.99,AWS AI,1
Dallas,E-commerce,ML Engineer,0,7.21,AWS AI,1
Houston,E-commerce,AI Researcher,9,26.6,Azure AI,1
Los Angeles,Manufacturing,AI Engineer,10,25.7,Azure AI,1
Philadelphia,Manufacturing,Data Analyst,10,24.4,PyTorch,1
San Diego,Manufacturing,Data Scientist,6,18.91,Azure AI,1
San Diego,E-commerce,ML Engineer,11,30.05,Scikit-learn,1
Dallas,Manufacturing,Data Analyst,5,17.01,TensorFlow,1
Chicago,E-commerce,ML Engineer,5,20.88,AWS AI,0
Dallas,Healthcare,AI Engineer,3,12.73,AWS AI,1
Phoenix,EdTech,Data Scientist,7,22.61,PyTorch,1
Houston,Finance,AI Engineer,5,12.74,TensorFlow,0
San Diego,Finance,AI Researcher,6,22.83,PyTorch,1
San Antonio,Healthcare,AI Engineer,2,9.61,ChatGPT,1
Phoenix,IT,AI Engineer,10,26.07,PyTorch,1
Los Angeles,EdTech,AI Engineer,1,9.01,Azure AI,1
Houston,EdTech,Data Analyst,9,26.57,Azure AI,1
San Jose,EdTech,Data Analyst,10,24.88,AWS AI,1
Houston,EdTech,ML Engineer,7,22.15,Scikit-learn,1
Philadelphia,Healthcare,AI Researcher,9,28.9,Azure AI,1
San Diego,Manufacturing,AI Engineer,5,14.62,Azure AI,1
Chicago,Manufacturing,AI Researcher,3,14.0,Scikit-learn,1
San Diego,Healthcare,AI Engineer,6,17.99,Azure AI,1
San Jose,Healthcare,ML Engineer,4,11.32,TensorFlow,0
New York,IT,Data Scientist,8,25.21,AWS AI,1
Houston,Healthcare,AI Researcher,10,30.53,ChatGPT,1
Chicago,Finance,AI Researcher,2,16.81,Scikit-learn,1
San Jose,EdTech,Data Scientist,7,20.99,Azure AI,1
Los Angeles,Finance,AI Engineer,5,13.19,PyTorch,0
Los Angeles,Healthcare,AI Engineer,2,9.11,ChatGPT,1
San Antonio,Healthcare,Data Scientist,6,18.45,AWS AI,1
Houston,Manufacturing,AI Engineer,7,19.64,TensorFlow,1
Houston,E-commerce,Data Scientist,2,11.34,PyTorch,0
Philadelphia,EdTech,AI Researcher,1,10.91,Azure AI,1
Phoenix,Manufacturing,ML Engineer,6,22.98,PyTorch,0
Philadelphia,EdTech,Data Analyst,8,23.34,Azure AI,0
San Jose,EdTech,Data Analyst,10,25.9,ChatGPT,1
Los Angeles,Healthcare,Data Scientist,4,12.33,TensorFlow,1
Chicago,Manufacturing,AI Researcher,1,9.72,AWS AI,1
San Jose,Finance,AI Engineer,11,29.74,TensorFlow,1
Houston,E-commerce,AI Researcher,10,31.07,Azure AI,1
San Antonio,Finance,AI Researcher,1,13.1,AWS AI,1
San Diego,Finance,AI Researcher,5,20.21,ChatGPT,1
Houston,Manufacturing,ML Engineer,11,29.61,ChatGPT,1
San Antonio,Healthcare,Data Scientist,8,18.98,PyTorch,1
New York,Manufacturing,AI Researcher,4,17.15,TensorFlow,1
Philadelphia,Healthcare,AI Researcher,10,28.28,TensorFlow,1
San Jose,Healthcare,ML Engineer,9,30.55,ChatGPT,1
Chicago,Manufacturing,ML Engineer,11,33.71,AWS AI,1
Los Angeles,Healthcare,AI Engineer,3,15.18,AWS AI,1
Philadelphia,IT,AI Engineer,8,20.03,Azure AI,1
Los Angeles,Healthcare,AI Engineer,5,10.53,ChatGPT,1
Philadelphia,Finance,AI Engineer,9,23.2,AWS AI,0
Houston,E-commerce,AI Researcher,8,20.82,Azure AI,0
New York,E-commerce,Data Analyst,1,7.43,Azure AI,1
San Antonio,Finance,ML Engineer,6,20.89,Azure AI,0
San Antonio,Manufacturing,Data Analyst,6,13.95,Scikit-learn,1
San Antonio,E-commerce,Data Analyst,8,17.59,ChatGPT,0
San Jose,Manufacturing,Data Analyst,5,12.43,Azure AI,1
New York,EdTech,Data Scientist,3,12.5,Azure AI,1
San Jose,Finance,AI Engineer,2,8.95,Azure AI,1
Phoenix,E-commerce,Data Scientist,9,21.87,Azure AI,1
New York,IT,ML Engineer,2,9.58,AWS AI,1
Houston,Finance,AI Engineer,9,21.95,ChatGPT,1
Philadelphia,Manufacturing,Data Analyst,1,6.57,TensorFlow,1
San Jose,Healthcare,ML Engineer,7,21.39,TensorFlow,1
Chicago,Finance,ML Engineer,6,20.95,Scikit-learn,1
San Diego,Healthcare,ML Engineer,10,29.08,ChatGPT,1
San Jose,IT,AI Researcher,6,20.49,Scikit-learn,0
San Diego,EdTech,ML Engineer,7,20.97,Scikit-learn,1
San Antonio,Finance,AI Researcher,9,27.67,TensorFlow,1
San Diego,Manufacturing,AI Researcher,4,18.65,ChatGPT,1
San Diego,Healthcare,AI Engineer,9,21.28,AWS AI,0
San Diego,Manufacturing,AI Researcher,1,12.48,TensorFlow,0
San Antonio,E-commerce,AI Engineer,5,14.92,Azure AI,0
Philadelphia,E-commerce,Data Scientist,5,12.84,TensorFlow,1
San Antonio,EdTech,AI Researcher,11,31.44,Scikit-learn,1
San Diego,Finance,AI Researcher,8,26.55,AWS AI,1
Los Angeles,Finance,ML Engineer,4,18.05,TensorFlow,0
San Antonio,Healthcare,Data Analyst,2,10.25,PyTorch,0
Philadelphia,E-commerce,AI Researcher,9,28.4,TensorFlow,0
Los Angeles,E-commerce,AI Engineer,6,17.38,ChatGPT,0
San Diego,IT,Data Analyst,1,3.35,PyTorch,1
San Diego,Healthcare,Data Analyst,4,15.37,TensorFlow,1
Chicago,E-commerce,Data Analyst,9,20.58,AWS AI,1
San Antonio,Finance,Data Analyst,2,11.05,Scikit-learn,0
Phoenix,Healthcare,AI Researcher,2,15.47,Azure AI,1
Chicago,E-commerce,AI Engineer,5,14.1,Scikit-learn,1
New York,Finance,AI Engineer,0,3.0,PyTorch,1
San Jose,EdTech,AI Engineer,11,24.57,TensorFlow,1
Chicago,Manufacturing,Data Scientist,10,23.72,TensorFlow,1
Dallas,IT,AI Researcher,1,10.58,Scikit-learn,1
San Jose,Healthcare,ML Engineer,9,26.32,Scikit-learn,1
Dallas,IT,Data Scientist,4,14.75,Scikit-learn,1
San Diego,EdTech,AI Researcher,5,21.63,TensorFlow,1
San Antonio,Finance,Data Analyst,7,13.93,AWS AI,1
San Jose,IT,ML Engineer,3,19.59,PyTorch,1
Los Angeles,EdTech,AI Engineer,1,9.1,AWS AI,1
Philadelphia,EdTech,ML Engineer,1,11.99,AWS AI,1
San Diego,Healthcare,AI Researcher,7,24.06,PyTorch,1
Dallas,Manufacturing,AI Researcher,5,23.77,ChatGPT,1
New York,EdTech,ML Engineer,8,27.47,ChatGPT,0
Dallas,E-commerce,Data Analyst,2,10.1,Scikit-learn,1
Houston,Healthcare,Data Scientist,5,13.86,Scikit-learn,1
San Diego,Healthcare,AI Engineer,1,5.09,AWS AI,0
Philadelphia,E-commerce,AI Engineer,0,3.51,TensorFlow,0
Chicago,IT,Data Analyst,7,15.69,ChatGPT,0
Dallas,EdTech,AI Engineer,0,4.76,ChatGPT,1
Philadelphia,E-commerce,Data Scientist,0,5.53,Scikit-learn,1
Dallas,EdTech,AI Engineer,10,27.86,TensorFlow,1
Philadelphia,IT,Data Scientist,6,18.47,Azure AI,1
Philadelphia,EdTech,Data Analyst,5,15.21,Azure AI,0
San Antonio,Healthcare,ML Engineer,2,14.44,TensorFlow,1
Chicago,EdTech,AI Engineer,6,17.03,ChatGPT,1
New York,IT,AI Researcher,11,38.92,PyTorch,1
Dallas,Manufacturing,AI Researcher,10,29.28,Scikit-learn,0
New York,IT,AI Engineer,9,21.01,Azure AI,1
Dallas,Manufacturing,AI Engineer,0,3.44,PyTorch,1
New York,Manufacturing,ML Engineer,9,25.56,TensorFlow,1
Chicago,Finance,AI Engineer,0,5.41,ChatGPT,1
Houston,EdTech,AI Engineer,10,25.49,AWS AI,1
Chicago,Healthcare,Data Scientist,11,28.12,PyTorch,1
San Antonio,Finance,AI Researcher,4,20.48,Azure AI,1
New York,Finance,AI Engineer,0,6.86,PyTorch,1
Houston,IT,Data Analyst,0,7.52,AWS AI,1
Philadelphia,Manufacturing,Data Scientist,0,6.56,Azure AI,0
Chicago,Finance,Data Analyst,7,16.87,Azure AI,1
Phoenix,E-commerce,ML Engineer,10,27.43,Azure AI,1
Dallas,Finance,Data Analyst,1,5.65,Scikit-learn,0
Philadelphia,Healthcare,AI Engineer,4,10.95,PyTorch,1
Philadelphia,E-commerce,ML Engineer,1,10.82,AWS AI,1
Houston,Finance,AI Researcher,2,15.97,TensorFlow,1
Chicago,EdTech,ML Engineer,7,26.64,AWS AI,1
San Antonio,Healthcare,Data Scientist,2,11.29,ChatGPT,0
San Antonio,Manufacturing,ML Engineer,6,19.7,ChatGPT,1
Phoenix,Manufacturing,AI Engineer,6,13.8,TensorFlow,1
Philadelphia,Healthcare,AI Researcher,3,15.78,Azure AI,1
San Jose,E-commerce,Data Analyst,2,11.69,Azure AI,1
Dallas,E-commerce,AI Engineer,3,12.04,AWS AI,0
Dallas,Healthcare,Data Scientist,5,15.56,Azure AI,1
Dallas,E-commerce,AI Engineer,3,11.24,AWS AI,1
San Diego,IT,Data Scientist,8,21.04,Azure AI,0
Philadelphia,IT,Data Scientist,4,11.48,Azure AI,1
Phoenix,E-commerce,AI Researcher,10,31.6,ChatGPT,1
Dallas,Manufacturing,Data Analyst,4,13.36,AWS AI,1
Philadelphia,Finance,Data Analyst,1,7.47,ChatGPT,0
Philadelphia,EdTech,Data Scientist,3,11.37,ChatGPT,1
Los Angeles,Manufacturing,Data Scientist,8,20.54,AWS AI,1
Chicago,Healthcare,AI Researcher,4,17.02,Scikit-learn,1
Houston,Finance,ML Engineer,11,32.82,Azure AI,1
Chicago,Finance,AI Researcher,8,24.75,Azure AI,1
San Jose,Manufacturing,ML Engineer,0,6.35,TensorFlow,1
Los Angeles,E-commerce,Data Scientist,5,14.63,AWS AI,1
Philadelphia,EdTech,Data Analyst,11,25.73,PyTorch,0
New York,E-commerce,AI Researcher,2,14.63,TensorFlow,1
San Diego,IT,ML Engineer,7,23.3,AWS AI,1
Dallas,Finance,AI Researcher,1,13.71,TensorFlow,1
Dallas,EdTech,Data Scientist,11,29.15,TensorFlow,0
San Diego,EdTech,ML Engineer,7,24.92,TensorFlow,1
Philadelphia,Manufacturing,Data Scientist,8,20.07,Azure AI,0
Los Angeles,EdTech,Data Scientist,11,30.14,TensorFlow,1
Philadelphia,Manufacturing,Data Analyst,5,13.96,Azure AI,1
San Diego,E-commerce,AI Engineer,2,9.49,Azure AI,1
Dallas,Finance,AI Researcher,0,9.9,PyTorch,1
Dallas,E-commerce,Data Scientist,11,26.52,Scikit-learn,1
New York,EdTech,AI Researcher,11,32.46,TensorFlow,1
San Antonio,Manufacturing,Data Scientist,2,9.32,PyTorch,1
Los Angeles,E-commerce,AI Engineer,2,9.2,TensorFlow,0
Phoenix,Finance,Data Analyst,1,5.8,PyTorch,1
San Diego,E-commerce,Data Scientist,2,4.93,Azure AI,1
Houston,IT,Data Scientist,5,14.99,PyTorch,1
San Antonio,EdTech,Data Analyst,5,16.21,Azure AI,1
Dallas,EdTech,ML Engineer,9,23.59,ChatGPT,1
New York,Manufacturing,ML Engineer,8,24.37,Azure AI,1
New York,EdTech,Data Scientist,6,14.8,Scikit-learn,1
New York,Finance,ML Engineer,9,28.09,Scikit-learn,1
Philadelphia,EdTech,AI Researcher,3,17.33,Azure AI,1
Phoenix,Healthcare,Data Scientist,4,14.93,TensorFlow,1
San Jose,EdTech,Data Analyst,10,24.72,PyTorch,1
Chicago,Finance,Data Analyst,9,20.61,ChatGPT,1
Los Angeles,IT,Data Analyst,11,26.9,Scikit-learn,1
Los Angeles,Finance,AI Researcher,10,30.84,Azure AI,1
San Jose,E-commerce,Data Analyst,10,27.38,PyTorch,1
Chicago,EdTech,Data Scientist,10,22.99,ChatGPT,1
Los Angeles,EdTech,ML Engineer,11,28.71,TensorFlow,1
Los Angeles,IT,Data Scientist,2,11.27,TensorFlow,1
San Jose,IT,AI Engineer,3,7.49,Azure AI,1
Philadelphia,E-commerce,Data Analyst,7,17.21,Azure AI,1
San Antonio,EdTech,Data Analyst,4,11.22,Azure AI,1
Houston,E-commerce,Data Analyst,7,21.52,Scikit-learn,1
San Diego,E-commerce,ML Engineer,11,30.64,ChatGPT,0
Los Angeles,E-commerce,AI Engineer,11,28.33,Scikit-learn,0
Los Angeles,Finance,AI Researcher,1,13.07,Scikit-learn,1
Houston,IT,AI Engineer,7,21.74,TensorFlow,1
San Antonio,Finance,AI Engineer,9,23.27,PyTorch,1
Phoenix,E-commerce,ML Engineer,8,28.11,Azure AI,1
Houston,Manufacturing,AI Engineer,8,21.51,Scikit-learn,1
Los Angeles,E-commerce,AI Engineer,4,12.49,TensorFlow,0
Philadelphia,Healthcare,Data Analyst,2,9.46,AWS AI,1
San Jose,Finance,AI Researcher,5,19.83,Azure AI,1
Phoenix,EdTech,ML Engineer,6,20.13,AWS AI,1
New York,Finance,AI Engineer,0,3.98,Azure AI,1
San Jose,IT,AI Engineer,6,17.58,Scikit-learn,1
San Antonio,EdTech,ML Engineer,11,30.91,AWS AI,1
Philadelphia,Healthcare,Data Analyst,0,3.0,AWS AI,1
Houston,IT,ML Engineer,5,19.07,PyTorch,1
Philadelphia,Healthcare,Data Analyst,1,5.79,PyTorch,1
Philadelphia,Finance,ML Engineer,1,11.39,Azure AI,1
Dallas,Manufacturing,AI Researcher,4,18.53,Azure AI,1
San Diego,Finance,AI Engineer,3,9.47,ChatGPT,1
Los Angeles,E-commerce,Data Analyst,4,14.15,Azure AI,1
San Antonio,EdTech,AI Engineer,9,24.37,Azure AI,0
San Antonio,Manufacturing,AI Researcher,1,12.94,PyTorch,1
Philadelphia,EdTech,AI Researcher,1,14.0,PyTorch,1
San Jose,IT,AI Engineer,8,23.01,Azure AI,1
New York,Healthcare,Data Scientist,9,19.87,AWS AI,1
San Jose,IT,ML Engineer,10,27.7,Scikit-learn,1
New York,IT,Data Scientist,7,19.18,TensorFlow,1
